orderdate,orderNumber,productName,productLine,customerName,customer_country,office_country,buyPrice,priceEach,quantityOrdered,sales_value,cost_of_sales
2003-08-25,10145,"1936 Harley Davidson El Knucklehead",Motorcycles,Toys4GrownUps.com,USA,USA,24.23,52.70,30,1581.00,726.90
2003-08-25,10145,"1997 BMW R 1100 S",Motorcycles,Toys4GrownUps.com,USA,USA,60.86,103.68,43,4458.24,2616.98
2003-08-25,10145,"1928 British Royal Navy Airplane",Planes,Toys4GrownUps.com,USA,USA,66.74,87.54,40,3501.60,2669.60
2003-08-25,10145,"1960 BSA Gold Star DBD34",Motorcycles,Toys4GrownUps.com,USA,USA,37.32,63.98,47,3007.06,1754.04
2003-08-25,10145,"1982 Ducati 900 Monster",Motorcycles,Toys4GrownUps.com,USA,USA,47.10,56.10,27,1514.70,1271.70
2003-08-25,10145,"1900s Vintage Tri-Plane",Planes,Toys4GrownUps.com,USA,USA,36.23,71.73,33,2367.09,1195.59
2003-08-25,10145,"1997 BMW F650 ST",Motorcycles,Toys4GrownUps.com,USA,USA,66.92,99.89,33,3296.37,2208.36
2003-08-25,10145,"1982 Ducati 996 R",Motorcycles,Toys4GrownUps.com,USA,USA,24.14,39.43,31,1222.33,748.34
2003-08-25,10145,"1974 Ducati 350 Mk3 Desmo",Motorcycles,Toys4GrownUps.com,USA,USA,56.13,95.93,27,2590.11,1515.51
2003-08-25,10145,"2002 Yamaha YZR M1",Motorcycles,Toys4GrownUps.com,USA,USA,34.17,73.22,38,2782.36,1298.46
2003-08-25,10145,"ATA: B757-300",Planes,Toys4GrownUps.com,USA,USA,59.33,113.90,20,2278.00,1186.60
2003-11-18,10189,"2002 Suzuki XREO",Motorcycles,Toys4GrownUps.com,USA,USA,66.27,138.57,28,3879.96,1855.56
2005-01-12,10367,"1965 Aston Martin DB5","Classic Cars",Toys4GrownUps.com,USA,USA,65.96,105.77,49,5182.73,3232.04
2005-01-12,10367,"1917 Grand Touring Sedan","Vintage Cars",Toys4GrownUps.com,USA,USA,86.70,144.50,37,5346.50,3207.90
2005-01-12,10367,"1911 Ford Town Car","Vintage Cars",Toys4GrownUps.com,USA,USA,33.30,50.25,45,2261.25,1498.50
2005-01-12,10367,"1932 Model A Ford J-Coupe","Vintage Cars",Toys4GrownUps.com,USA,USA,58.48,124.59,27,3363.93,1578.96
2005-01-12,10367,"1928 Mercedes-Benz SSK","Vintage Cars",Toys4GrownUps.com,USA,USA,72.56,140.06,32,4481.92,2321.92
2005-01-12,10367,"1948 Porsche Type 356 Roadster","Classic Cars",Toys4GrownUps.com,USA,USA,62.16,131.39,46,6043.94,2859.36
2005-01-12,10367,"1932 Alfa Romeo 8C2300 Spider Sport","Vintage Cars",Toys4GrownUps.com,USA,USA,43.26,77.31,43,3324.33,1860.18
2005-01-12,10367,"1957 Ford Thunderbird","Classic Cars",Toys4GrownUps.com,USA,USA,34.21,66.99,44,2947.56,1505.24
2005-01-12,10367,"1970 Chevy Chevelle SS 454","Classic Cars",Toys4GrownUps.com,USA,USA,49.24,72.76,21,1527.96,1034.04
2005-01-12,10367,"1966 Shelby Cobra 427 S/C","Classic Cars",Toys4GrownUps.com,USA,USA,29.18,50.31,38,1911.78,1108.84
2005-01-12,10367,"1939 Chevrolet Deluxe Coupe","Vintage Cars",Toys4GrownUps.com,USA,USA,22.57,29.54,23,679.42,519.11
2005-01-12,10367,"1938 Cadillac V-16 Presidential Limousine","Vintage Cars",Toys4GrownUps.com,USA,USA,20.61,43.01,28,1204.28,577.08
2005-01-12,10367,"1982 Lamborghini Diablo","Classic Cars",Toys4GrownUps.com,USA,USA,16.24,36.25,36,1305.00,584.64
2004-04-13,10241,"1965 Aston Martin DB5","Classic Cars","Mini Caravy",France,France,65.96,119.46,21,2508.66,1385.16
2004-04-13,10241,"1917 Grand Touring Sedan","Vintage Cars","Mini Caravy",France,France,86.70,153.00,41,6273.00,3554.70
2004-04-13,10241,"1911 Ford Town Car","Vintage Cars","Mini Caravy",France,France,33.30,55.70,33,1838.10,1098.90
2004-04-13,10241,"1999 Indy 500 Monte Carlo SS","Classic Cars","Mini Caravy",France,France,56.76,126.72,44,5575.68,2497.44
2004-04-13,10241,"1932 Alfa Romeo 8C2300 Spider Sport","Vintage Cars","Mini Caravy",France,France,43.26,77.31,42,3247.02,1816.92
2004-04-13,10241,"1957 Ford Thunderbird","Classic Cars","Mini Caravy",France,France,34.21,62.72,30,1881.60,1026.30
2004-04-13,10241,"1970 Chevy Chevelle SS 454","Classic Cars","Mini Caravy",France,France,49.24,72.02,22,1584.44,1083.28
2004-04-13,10241,"1966 Shelby Cobra 427 S/C","Classic Cars","Mini Caravy",France,France,29.18,47.29,21,993.09,612.78
2004-04-13,10241,"1949 Jaguar XK 120","Classic Cars","Mini Caravy",France,France,47.25,89.05,47,4185.35,2220.75
2004-04-13,10241,"1952 Citroen-15CV","Classic Cars","Mini Caravy",France,France,72.82,117.44,28,3288.32,2038.96
2004-04-13,10241,"1969 Chevrolet Camaro Z28","Classic Cars","Mini Caravy",France,France,50.51,69.34,26,1802.84,1313.26
2004-04-13,10241,"2002 Chevy Corvette","Classic Cars","Mini Caravy",France,France,62.11,107.08,27,2891.16,1676.97
2004-06-04,10255,"1928 Mercedes-Benz SSK","Vintage Cars","Mini Caravy",France,France,72.56,135.00,24,3240.00,1741.44
2004-06-04,10255,"1938 Cadillac V-16 Presidential Limousine","Vintage Cars","Mini Caravy",France,France,20.61,37.63,37,1392.31,762.57
2005-04-14,10405,"1969 Dodge Charger","Classic Cars","Mini Caravy",France,France,58.73,115.16,97,11170.52,5696.81
2005-04-14,10405,"1948 Porsche 356-A Roadster","Classic Cars","Mini Caravy",France,France,53.90,72.38,61,4415.18,3287.90
2005-04-14,10405,"1992 Ferrari 360 Spider red","Classic Cars","Mini Caravy",France,France,77.90,147.33,55,8103.15,4284.50
2005-04-14,10405,"1982 Lamborghini Diablo","Classic Cars","Mini Caravy",France,France,16.24,37.38,47,1756.86,763.28
2005-04-14,10405,"1956 Porsche 356A Coupe","Classic Cars","Mini Caravy",France,France,98.30,127.79,76,9712.04,7470.80
2003-11-15,10187,"P-51-D Mustang",Planes,"King Kong Collectables, Co.","Hong Kong",Japan,49.00,70.12,45,3155.40,2205.00
2003-11-15,10187,"1928 British Royal Navy Airplane",Planes,"King Kong Collectables, Co.","Hong Kong",Japan,66.74,96.29,46,4429.34,3070.04
2003-11-15,10187,"Corsair F4U ( Bird Cage)",Planes,"King Kong Collectables, Co.","Hong Kong",Japan,29.34,55.96,43,2406.28,1261.62
2003-11-15,10187,"1900s Vintage Tri-Plane",Planes,"King Kong Collectables, Co.","Hong Kong",Japan,36.23,64.48,33,2127.84,1195.59
2003-11-15,10187,"1928 Ford Phaeton Deluxe","Vintage Cars","King Kong Collectables, Co.","Hong Kong",Japan,33.02,61.22,31,1897.82,1023.62
2003-11-15,10187,"1930 Buick Marquette Phaeton","Vintage Cars","King Kong Collectables, Co.","Hong Kong",Japan,27.06,39.71,41,1628.11,1109.46
2003-11-15,10187,"American Airlines: B767-300",Planes,"King Kong Collectables, Co.","Hong Kong",Japan,51.15,84.95,34,2888.30,1739.10
2003-11-15,10187,"America West Airlines B757-200",Planes,"King Kong Collectables, Co.","Hong Kong",Japan,68.80,95.73,44,4212.12,3027.20
2003-11-15,10187,"F/A 18 Hornet 1/72",Planes,"King Kong Collectables, Co.","Hong Kong",Japan,54.40,72.00,34,2448.00,1849.60
2003-11-15,10187,"American Airlines: MD-11S",Planes,"King Kong Collectables, Co.","Hong Kong",Japan,36.27,70.33,44,3094.52,1595.88
2003-12-01,10200,"P-51-D Mustang",Planes,"King Kong Collectables, Co.","Hong Kong",Japan,49.00,74.34,28,2081.52,1372.00
2003-12-01,10200,"1928 British Royal Navy Airplane",Planes,"King Kong Collectables, Co.","Hong Kong",Japan,66.74,99.57,33,3285.81,2202.42
2003-12-01,10200,"1900s Vintage Tri-Plane",Planes,"King Kong Collectables, Co.","Hong Kong",Japan,36.23,70.28,39,2740.92,1412.97
2003-12-01,10200,"1997 BMW F650 ST",Motorcycles,"King Kong Collectables, Co.","Hong Kong",Japan,66.92,80.91,35,2831.85,2342.20
2003-12-01,10200,"1928 Ford Phaeton Deluxe","Vintage Cars","King Kong Collectables, Co.","Hong Kong",Japan,33.02,65.35,27,1764.45,891.54
2003-12-01,10200,"ATA: B757-300",Planes,"King Kong Collectables, Co.","Hong Kong",Japan,59.33,115.09,39,4488.51,2313.87
2003-04-21,10118,"The Titanic",Ships,"Enaco Distributors",Spain,France,51.09,86.15,36,3101.40,1839.24
2003-11-26,10197,"1972 Alfa Romeo GTA","Classic Cars","Enaco Distributors",Spain,France,85.68,118.32,45,5324.40,3855.60
2003-11-26,10197,"1999 Yamaha Speed Boat",Ships,"Enaco Distributors",Spain,France,51.61,83.44,46,3838.24,2374.06
2003-11-26,10197,"1941 Chevrolet Special Deluxe Cabriolet","Vintage Cars","Enaco Distributors",Spain,France,64.58,85.75,22,1886.50,1420.76
2003-11-26,10197,"1904 Buick Runabout","Vintage Cars","Enaco Distributors",Spain,France,52.66,78.99,50,3949.50,2633.00
2003-11-26,10197,"18th century schooner",Ships,"Enaco Distributors",Spain,France,82.34,109.37,41,4484.17,3375.94
2003-11-26,10197,"1912 Ford Model T Delivery Wagon","Vintage Cars","Enaco Distributors",Spain,France,46.91,83.20,47,3910.40,2204.77
2003-11-26,10197,"1940 Ford Delivery Sedan","Vintage Cars","Enaco Distributors",Spain,France,48.64,67.93,22,1494.46,1070.08
2003-11-26,10197,"The Schooner Bluenose",Ships,"Enaco Distributors",Spain,France,34.00,60.00,23,1380.00,782.00
2003-11-26,10197,"HMS Bounty",Ships,"Enaco Distributors",Spain,France,39.83,78.75,24,1890.00,955.92
2003-11-26,10197,"The USS Constitution Ship",Ships,"Enaco Distributors",Spain,France,33.97,66.50,50,3325.00,1698.50
2003-11-26,10197,"The Titanic",Ships,"Enaco Distributors",Spain,France,51.09,100.17,27,2704.59,1379.43
2003-11-26,10197,"The Queen Mary",Ships,"Enaco Distributors",Spain,France,53.63,88.39,35,3093.65,1877.05
2003-11-26,10197,"Boeing X-32A JSF",Planes,"Enaco Distributors",Spain,France,32.77,39.73,29,1152.17,950.33
2003-11-26,10197,"Pont Yacht",Ships,"Enaco Distributors",Spain,France,33.30,48.59,42,2040.78,1398.60
2004-11-24,10340,"1960 BSA Gold Star DBD34",Motorcycles,"Enaco Distributors",Spain,France,37.32,62.46,55,3435.30,2052.60
2004-11-24,10340,"1900s Vintage Tri-Plane",Planes,"Enaco Distributors",Spain,France,36.23,63.76,40,2550.40,1449.20
2004-11-24,10340,"1997 BMW F650 ST",Motorcycles,"Enaco Distributors",Spain,France,66.92,95.89,55,5273.95,3680.60
2004-11-24,10340,"1928 Ford Phaeton Deluxe","Vintage Cars","Enaco Distributors",Spain,France,33.02,67.41,39,2628.99,1287.78
2004-11-24,10340,"1930 Buick Marquette Phaeton","Vintage Cars","Enaco Distributors",Spain,France,27.06,37.09,40,1483.60,1082.40
2004-11-24,10340,"American Airlines: B767-300",Planes,"Enaco Distributors",Spain,France,51.15,73.99,30,2219.70,1534.50
2004-11-24,10340,"America West Airlines B757-200",Planes,"Enaco Distributors",Spain,France,68.80,81.77,55,4497.35,3784.00
2004-11-24,10340,"ATA: B757-300",Planes,"Enaco Distributors",Spain,France,59.33,98.48,29,2855.92,1720.57
2003-10-02,10154,"1912 Ford Model T Delivery Wagon","Vintage Cars","Boards & Toys Co.",USA,USA,46.91,75.23,31,2332.13,1454.21
2003-10-02,10154,"The USS Constitution Ship",Ships,"Boards & Toys Co.",USA,USA,33.97,59.27,36,2133.72,1222.92
2005-02-08,10376,"1968 Dodge Charger","Classic Cars","Boards & Toys Co.",USA,USA,75.16,98.65,35,3452.75,2630.60
2003-10-17,10161,"1993 Mazda RX-7","Classic Cars","Heintze Collectables",Denmark,France,83.51,121.72,28,3408.16,2338.28
2003-10-17,10161,"1965 Aston Martin DB5","Classic Cars","Heintze Collectables",Denmark,France,65.96,102.04,43,4387.72,2836.28
2003-10-17,10161,"1995 Honda Civic","Classic Cars","Heintze Collectables",Denmark,France,93.89,139.41,48,6691.68,4506.72
2003-10-17,10161,"1999 Indy 500 Monte Carlo SS","Classic Cars","Heintze Collectables",Denmark,France,56.76,125.40,23,2884.20,1305.48
2003-10-17,10161,"1948 Porsche Type 356 Roadster","Classic Cars","Heintze Collectables",Denmark,France,62.16,132.80,36,4780.80,2237.76
2003-10-17,10161,"1957 Ford Thunderbird","Classic Cars","Heintze Collectables",Denmark,France,34.21,62.72,25,1568.00,855.25
2003-10-17,10161,"1970 Chevy Chevelle SS 454","Classic Cars","Heintze Collectables",Denmark,France,49.24,73.49,37,2719.13,1821.88
2003-10-17,10161,"1966 Shelby Cobra 427 S/C","Classic Cars","Heintze Collectables",Denmark,France,29.18,47.29,23,1087.67,671.14
2003-10-17,10161,"1949 Jaguar XK 120","Classic Cars","Heintze Collectables",Denmark,France,47.25,82.69,20,1653.80,945.00
2003-10-17,10161,"1952 Citroen-15CV","Classic Cars","Heintze Collectables",Denmark,France,72.82,108.04,25,2701.00,1820.50
2003-10-17,10161,"1969 Chevrolet Camaro Z28","Classic Cars","Heintze Collectables",Denmark,France,50.51,72.77,20,1455.40,1010.20
2003-10-17,10161,"2002 Chevy Corvette","Classic Cars","Heintze Collectables",Denmark,France,62.11,94.23,30,2826.90,1863.30
2004-10-22,10314,"2001 Ferrari Enzo","Classic Cars","Heintze Collectables",Denmark,France,95.59,176.63,38,6711.94,3632.42
2004-10-22,10314,"1969 Corvair Monza","Classic Cars","Heintze Collectables",Denmark,France,89.14,125.40,46,5768.40,4100.44
2004-10-22,10314,"1969 Ford Falcon","Classic Cars","Heintze Collectables",Denmark,France,83.05,169.56,36,6104.16,2989.80
2004-10-22,10314,"1957 Chevy Pickup","Trucks and Buses","Heintze Collectables",Denmark,France,55.70,95.99,45,4319.55,2506.50
2004-10-22,10314,"1998 Chrysler Plymouth Prowler","Classic Cars","Heintze Collectables",Denmark,France,101.51,135.90,42,5707.80,4263.42
2004-10-22,10314,"1903 Ford Model A","Vintage Cars","Heintze Collectables",Denmark,France,68.30,129.76,20,2595.20,1366.00
2004-10-22,10314,"Collectable Wooden Train",Trains,"Heintze Collectables",Denmark,France,67.56,84.71,23,1948.33,1553.88
2004-10-22,10314,"1970 Triumph Spitfire","Classic Cars","Heintze Collectables",Denmark,France,91.92,129.26,29,3748.54,2665.68
2004-10-22,10314,"1970 Dodge Coronet","Classic Cars","Heintze Collectables",Denmark,France,32.37,51.44,44,2263.36,1424.28
2004-10-22,10314,"1958 Chevy Corvette Limited Edition","Classic Cars","Heintze Collectables",Denmark,France,15.91,31.82,39,1240.98,620.49
2004-10-22,10314,"1992 Porsche Cayenne Turbo Silver","Classic Cars","Heintze Collectables",Denmark,France,69.78,111.18,38,4224.84,2651.64
2004-10-22,10314,"1950's Chicago Surface Lines Streetcar",Trains,"Heintze Collectables",Denmark,France,26.72,58.41,35,2044.35,935.20
2004-10-22,10314,"Diamond T620 Semi-Skirted Tanker","Trucks and Buses","Heintze Collectables",Denmark,France,68.29,115.75,28,3241.00,1912.12
2004-10-22,10314,"1962 City of Detroit Streetcar",Trains,"Heintze Collectables",Denmark,France,37.49,50.38,38,1914.44,1424.62
2004-10-22,10314,"The Mayflower",Ships,"Heintze Collectables",Denmark,France,43.30,83.15,23,1912.45,995.90
2003-11-05,10171,"1993 Mazda RX-7","Classic Cars","Qu bec Home Shopping Network",Canada,USA,83.51,134.46,35,4706.10,2922.85
2003-11-05,10171,"1995 Honda Civic","Classic Cars","Qu bec Home Shopping Network",Canada,USA,93.89,128.03,35,4481.05,3286.15
2003-11-05,10171,"1992 Ferrari 360 Spider red","Classic Cars","Qu bec Home Shopping Network",Canada,USA,77.90,165.95,39,6472.05,3038.10
2003-11-05,10171,"1982 Lamborghini Diablo","Classic Cars","Qu bec Home Shopping Network",Canada,USA,16.24,34.74,36,1250.64,584.64
2004-06-17,10261,"1972 Alfa Romeo GTA","Classic Cars","Qu bec Home Shopping Network",Canada,USA,85.68,116.96,27,3157.92,2313.36
2004-06-17,10261,"1904 Buick Runabout","Vintage Cars","Qu bec Home Shopping Network",Canada,USA,52.66,80.75,20,1615.00,1053.20
2004-06-17,10261,"18th century schooner",Ships,"Qu bec Home Shopping Network",Canada,USA,82.34,105.69,36,3804.84,2964.24
2004-06-17,10261,"1912 Ford Model T Delivery Wagon","Vintage Cars","Qu bec Home Shopping Network",Canada,USA,46.91,79.66,22,1752.52,1032.02
2004-06-17,10261,"The Schooner Bluenose",Ships,"Qu bec Home Shopping Network",Canada,USA,34.00,64.00,34,2176.00,1156.00
2004-06-17,10261,"The USS Constitution Ship",Ships,"Qu bec Home Shopping Network",Canada,USA,33.97,58.55,44,2576.20,1494.68
2004-06-17,10261,"The Titanic",Ships,"Qu bec Home Shopping Network",Canada,USA,51.09,89.15,25,2228.75,1277.25
2004-06-17,10261,"The Queen Mary",Ships,"Qu bec Home Shopping Network",Canada,USA,53.63,88.39,50,4419.50,2681.50
2004-06-17,10261,"Pont Yacht",Ships,"Qu bec Home Shopping Network",Canada,USA,33.30,43.68,29,1266.72,965.70
2005-05-01,10411,"1952 Alpine Renault 1300","Classic Cars","Qu bec Home Shopping Network",Canada,USA,98.58,205.73,23,4731.79,2267.34
2005-05-01,10411,"1962 LanciaA Delta 16V","Classic Cars","Qu bec Home Shopping Network",Canada,USA,103.42,144.79,27,3909.33,2792.34
2005-05-01,10411,"1958 Setra Bus","Trucks and Buses","Qu bec Home Shopping Network",Canada,USA,77.90,110.70,40,4428.00,3116.00
2005-05-01,10411,"1940 Ford Pickup Truck","Trucks and Buses","Qu bec Home Shopping Network",Canada,USA,58.33,109.67,27,2961.09,1574.91
2005-05-01,10411,"1940s Ford truck","Trucks and Buses","Qu bec Home Shopping Network",Canada,USA,84.76,106.55,46,4901.30,3898.96
2005-05-01,10411,"1939 Cadillac Limousine","Vintage Cars","Qu bec Home Shopping Network",Canada,USA,23.14,41.25,35,1443.75,809.90
2005-05-01,10411,"1980 s GM Manhattan Express","Trucks and Buses","Qu bec Home Shopping Network",Canada,USA,53.93,78.01,26,2028.26,1402.18
2005-05-01,10411,"1996 Peterbilt 379 Stake Bed with Outrigger","Trucks and Buses","Qu bec Home Shopping Network",Canada,USA,33.61,60.76,27,1640.52,907.47
2005-05-01,10411,"1982 Camaro Z28","Classic Cars","Qu bec Home Shopping Network",Canada,USA,46.53,89.01,34,3026.34,1582.02
2004-02-19,10222,"1972 Alfa Romeo GTA","Classic Cars","Collectable Mini Designs Co.",USA,USA,85.68,133.28,49,6530.72,4198.32
2004-02-19,10222,"1980s Black Hawk Helicopter",Planes,"Collectable Mini Designs Co.",USA,USA,77.27,137.19,49,6722.31,3786.23
2004-02-19,10222,"1999 Yamaha Speed Boat",Ships,"Collectable Mini Designs Co.",USA,USA,51.61,79.14,49,3877.86,2528.89
2004-02-19,10222,"1941 Chevrolet Special Deluxe Cabriolet","Vintage Cars","Collectable Mini Designs Co.",USA,USA,64.58,88.93,45,4001.85,2906.10
2004-02-19,10222,"1900s Vintage Bi-Plane",Planes,"Collectable Mini Designs Co.",USA,USA,34.25,56.86,32,1819.52,1096.00
2004-02-19,10222,"1912 Ford Model T Delivery Wagon","Vintage Cars","Collectable Mini Designs Co.",USA,USA,46.91,74.35,47,3494.45,2204.77
2004-02-19,10222,"1937 Horch 930V Limousine","Vintage Cars","Collectable Mini Designs Co.",USA,USA,26.30,61.15,43,2629.45,1130.90
2004-02-19,10222,"1940 Ford Delivery Sedan","Vintage Cars","Collectable Mini Designs Co.",USA,USA,48.64,77.99,46,3587.54,2237.44
2004-02-19,10222,"Corsair F4U ( Bird Cage)",Planes,"Collectable Mini Designs Co.",USA,USA,29.34,55.27,48,2652.96,1408.32
2004-02-19,10222,"The Schooner Bluenose",Ships,"Collectable Mini Designs Co.",USA,USA,34.00,58.67,31,1818.77,1054.00
2004-02-19,10222,"HMS Bounty",Ships,"Collectable Mini Designs Co.",USA,USA,39.83,80.56,26,2094.56,1035.58
2004-02-19,10222,"America West Airlines B757-200",Planes,"Collectable Mini Designs Co.",USA,USA,68.80,90.75,37,3357.75,2545.60
2004-02-19,10222,"The USS Constitution Ship",Ships,"Collectable Mini Designs Co.",USA,USA,33.97,69.39,36,2498.04,1222.92
2004-02-19,10222,"The Titanic",Ships,"Collectable Mini Designs Co.",USA,USA,51.09,84.14,38,3197.32,1941.42
2004-02-19,10222,"The Queen Mary",Ships,"Collectable Mini Designs Co.",USA,USA,53.63,81.43,31,2524.33,1662.53
2004-02-19,10222,"American Airlines: MD-11S",Planes,"Collectable Mini Designs Co.",USA,USA,36.27,66.63,43,2865.09,1559.61
2004-02-19,10222,"Boeing X-32A JSF",Planes,"Collectable Mini Designs Co.",USA,USA,32.77,45.19,31,1400.89,1015.87
2004-02-19,10222,"Pont Yacht",Ships,"Collectable Mini Designs Co.",USA,USA,33.30,48.59,36,1749.24,1198.80
2004-02-26,10226,"1965 Aston Martin DB5","Classic Cars","Collectable Mini Designs Co.",USA,USA,65.96,108.26,38,4113.88,2506.48
2004-02-26,10226,"1995 Honda Civic","Classic Cars","Collectable Mini Designs Co.",USA,USA,93.89,129.45,24,3106.80,2253.36
2004-02-26,10226,"1999 Indy 500 Monte Carlo SS","Classic Cars","Collectable Mini Designs Co.",USA,USA,56.76,125.40,24,3009.60,1362.24
2004-02-26,10226,"1948 Porsche Type 356 Roadster","Classic Cars","Collectable Mini Designs Co.",USA,USA,62.16,122.91,46,5653.86,2859.36
2004-02-26,10226,"1970 Chevy Chevelle SS 454","Classic Cars","Collectable Mini Designs Co.",USA,USA,49.24,65.41,21,1373.61,1034.04
2004-02-26,10226,"1966 Shelby Cobra 427 S/C","Classic Cars","Collectable Mini Designs Co.",USA,USA,29.18,47.79,36,1720.44,1050.48
2004-02-26,10226,"2002 Chevy Corvette","Classic Cars","Collectable Mini Designs Co.",USA,USA,62.11,95.30,48,4574.40,2981.28
2004-03-20,10232,"1903 Ford Model A","Vintage Cars",giftsbymail.co.uk,UK,UK,68.30,133.86,22,2944.92,1502.60
2004-03-20,10232,"Collectable Wooden Train",Trains,giftsbymail.co.uk,UK,UK,67.56,97.81,48,4694.88,3242.88
2004-03-20,10232,"1904 Buick Runabout","Vintage Cars",giftsbymail.co.uk,UK,UK,52.66,78.12,23,1796.76,1211.18
2004-03-20,10232,"18th century schooner",Ships,giftsbymail.co.uk,UK,UK,82.34,113.06,46,5200.76,3787.64
2004-03-20,10232,"The Mayflower",Ships,giftsbymail.co.uk,UK,UK,43.30,84.88,26,2206.88,1125.80
2004-03-20,10232,"The Titanic",Ships,giftsbymail.co.uk,UK,UK,51.09,86.15,48,4135.20,2452.32
2004-03-20,10232,"The Queen Mary",Ships,giftsbymail.co.uk,UK,UK,53.63,81.43,35,2850.05,1877.05
2004-03-20,10232,"Pont Yacht",Ships,giftsbymail.co.uk,UK,UK,33.30,48.59,24,1166.16,799.20
2004-11-01,10316,"1972 Alfa Romeo GTA","Classic Cars",giftsbymail.co.uk,UK,UK,85.68,126.48,33,4173.84,2827.44
2004-11-01,10316,"1980s Black Hawk Helicopter",Planes,giftsbymail.co.uk,UK,UK,77.27,140.34,27,3789.18,2086.29
2004-11-01,10316,"1999 Yamaha Speed Boat",Ships,giftsbymail.co.uk,UK,UK,51.61,72.26,21,1517.46,1083.81
2004-11-01,10316,"1941 Chevrolet Special Deluxe Cabriolet","Vintage Cars",giftsbymail.co.uk,UK,UK,64.58,89.99,47,4229.53,3035.26
2004-11-01,10316,"1928 British Royal Navy Airplane",Planes,giftsbymail.co.uk,UK,UK,66.74,93.01,25,2325.25,1668.50
2004-11-01,10316,"1900s Vintage Bi-Plane",Planes,giftsbymail.co.uk,UK,UK,34.25,67.14,34,2282.76,1164.50
2004-11-01,10316,"1937 Horch 930V Limousine","Vintage Cars",giftsbymail.co.uk,UK,UK,26.30,55.23,47,2595.81,1236.10
2004-11-01,10316,"1940 Ford Delivery Sedan","Vintage Cars",giftsbymail.co.uk,UK,UK,48.64,77.15,25,1928.75,1216.00
2004-11-01,10316,"Corsair F4U ( Bird Cage)",Planes,giftsbymail.co.uk,UK,UK,29.34,67.56,30,2026.80,880.20
2004-11-01,10316,"1928 Ford Phaeton Deluxe","Vintage Cars",giftsbymail.co.uk,UK,UK,33.02,59.16,24,1419.84,792.48
2004-11-01,10316,"1930 Buick Marquette Phaeton","Vintage Cars",giftsbymail.co.uk,UK,UK,27.06,36.66,34,1246.44,920.04
2004-11-01,10316,"American Airlines: B767-300",Planes,giftsbymail.co.uk,UK,UK,51.15,74.90,34,2546.60,1739.10
2004-11-01,10316,"HMS Bounty",Ships,giftsbymail.co.uk,UK,UK,39.83,73.32,45,3299.40,1792.35
2004-11-01,10316,"America West Airlines B757-200",Planes,giftsbymail.co.uk,UK,UK,68.80,85.76,23,1972.48,1582.40
2004-11-01,10316,"The USS Constitution Ship",Ships,giftsbymail.co.uk,UK,UK,33.97,67.22,48,3226.56,1630.56
2004-11-01,10316,"F/A 18 Hornet 1/72",Planes,giftsbymail.co.uk,UK,UK,54.40,77.60,48,3724.80,2611.20
2004-11-01,10316,"American Airlines: MD-11S",Planes,giftsbymail.co.uk,UK,UK,36.27,68.11,44,2996.84,1595.88
2004-11-01,10316,"Boeing X-32A JSF",Planes,giftsbymail.co.uk,UK,UK,32.77,43.70,34,1485.80,1114.18
2003-07-04,10136,"1993 Mazda RX-7","Classic Cars","Alpha Cognac",France,France,83.51,117.48,25,2937.00,2087.75
2003-07-04,10136,"1995 Honda Civic","Classic Cars","Alpha Cognac",France,France,93.89,120.91,36,4352.76,3380.04
2003-07-04,10136,"1992 Ferrari 360 Spider red","Classic Cars","Alpha Cognac",France,France,77.90,169.34,41,6942.94,3193.90
2003-11-08,10178,"1972 Alfa Romeo GTA","Classic Cars","Alpha Cognac",France,France,85.68,131.92,24,3166.08,2056.32
2003-11-08,10178,"1980s Black Hawk Helicopter",Planes,"Alpha Cognac",France,France,77.27,127.73,42,5364.66,3245.34
2003-11-08,10178,"1999 Yamaha Speed Boat",Ships,"Alpha Cognac",France,France,51.61,70.54,41,2892.14,2116.01
2003-11-08,10178,"1941 Chevrolet Special Deluxe Cabriolet","Vintage Cars","Alpha Cognac",France,France,64.58,104.81,48,5030.88,3099.84
2003-11-08,10178,"1900s Vintage Bi-Plane",Planes,"Alpha Cognac",France,France,34.25,67.82,34,2305.88,1164.50
2003-11-08,10178,"1937 Horch 930V Limousine","Vintage Cars","Alpha Cognac",France,France,26.30,65.75,27,1775.25,710.10
2003-11-08,10178,"1940 Ford Delivery Sedan","Vintage Cars","Alpha Cognac",France,France,48.64,68.77,21,1444.17,1021.44
2003-11-08,10178,"Corsair F4U ( Bird Cage)",Planes,"Alpha Cognac",France,France,29.34,64.15,30,1924.50,880.20
2003-11-08,10178,"HMS Bounty",Ships,"Alpha Cognac",France,France,39.83,86.90,34,2954.60,1354.22
2003-11-08,10178,"America West Airlines B757-200",Planes,"Alpha Cognac",France,France,68.80,91.74,22,2018.28,1513.60
2003-11-08,10178,"American Airlines: MD-11S",Planes,"Alpha Cognac",France,France,36.27,68.11,45,3064.95,1632.15
2003-11-08,10178,"Boeing X-32A JSF",Planes,"Alpha Cognac",France,France,32.77,41.71,45,1876.95,1474.65
2005-03-28,10397,"The Mayflower",Ships,"Alpha Cognac",France,France,43.30,69.29,32,2217.28,1385.60
2005-03-28,10397,"The USS Constitution Ship",Ships,"Alpha Cognac",France,France,33.97,62.88,22,1383.36,747.34
2005-03-28,10397,"The Titanic",Ships,"Alpha Cognac",France,France,51.09,86.15,48,4135.20,2452.32
